date;site;species;subject_site;age;cup_distance;task_experience;board_size;test_situation;session;block;trial;condition;hiding_location;pick;secondary_pick;correct;researcher;comment
20180426;sweetwaters;chimpanzees;manno_swe;5;20;no;80;single;2;1;24;long;3;1;;0;esther_lou;very young chimp (born 2013)
20180426;sweetwaters;chimpanzees;manno_swe;5;20;no;80;single;2;2;25;short;3;1;;0;esther_lou;very young chimp (born 2013)
20180426;sweetwaters;chimpanzees;manno_swe;5;20;no;80;single;2;2;26;short;1;1;;1;esther_lou;very young chimp (born 2013)
20180426;sweetwaters;chimpanzees;manno_swe;5;20;no;80;single;2;2;27;short;2;1;;0;esther_lou;very young chimp (born 2013)
20180426;sweetwaters;chimpanzees;manno_swe;5;20;no;80;single;2;2;28;short;2;2;;1;esther_lou;very young chimp (born 2013)
20180426;sweetwaters;chimpanzees;manno_swe;5;20;no;80;single;2;2;29;short;1;1;;1;esther_lou;very young chimp (born 2013)
20180426;sweetwaters;chimpanzees;manno_swe;5;20;no;80;single;2;2;30;short;3;3;;1;esther_lou;very young chimp (born 2013)
20180426;sweetwaters;chimpanzees;manno_swe;5;20;no;80;single;2;3;31;medium;1;1;;1;esther_lou;very young chimp (born 2013)
20180426;sweetwaters;chimpanzees;manno_swe;5;20;no;80;single;2;3;32;medium;1;1;;1;esther_lou;very young chimp (born 2013)
20180426;sweetwaters;chimpanzees;manno_swe;5;20;no;80;single;2;3;33;medium;3;1;;0;esther_lou;very young chimp (born 2013)
20180426;sweetwaters;chimpanzees;manno_swe;5;20;no;80;single;2;3;34;medium;2;1;;0;esther_lou;very young chimp (born 2013)
20180426;sweetwaters;chimpanzees;manno_swe;5;20;no;80;single;2;3;35;medium;2;2;;1;esther_lou;very young chimp (born 2013)
20180426;sweetwaters;chimpanzees;manno_swe;5;20;no;80;single;2;3;36;medium;3;2;;0;esther_lou;very young chimp (born 2013)
